symbol,name,price,exchange,exchangeShortName,type
"FTXO","First Trust Nasdaq Bank ETF","26.0816","NASDAQ Global Market","NASDAQ","etf",
"PSMD","Pacer Swan SOS Moderate (January) ETF","27.5786","BATS","ETF","etf",
"ESGG.TO","BMO MSCI Global ESG Leaders Index ETF","46.26","Toronto Stock Exchange","TSX","etf",
"MCSM.TO","Manulife Multifactor Canadian SMID Cap Index ETF","39.21","Toronto Stock Exchange","TSX","etf",
"NTZO","Impact Shares MSCI Global Climate Select ETF","16.0691","New York Stock Exchange Arca","AMEX","etf",
"BIV","Vanguard Intermediate-Term Bond Index Fund","74.43","New York Stock Exchange Arca","AMEX","etf",
"IQCY.L","Lyxor Index Fund - Lyxor MSCI Smart Cities ESG Filtered (DR) UCITS ETF","46.865","London Stock Exchange","LSE","etf",
"FCIL.TO","Fidelity International Low Volatility Index ETF","29.01","Toronto Stock Exchange","TSX","etf",
"364990.KS","Mirae Asset Maps Management - KRX Tiger Game K-New Deal ETF","5220","KSE","KSC","etf",
"VAP.AX","Vanguard Australian Property Securities Index ETF","94.91","Australian Securities Exchange","ASX","etf",
"USAC.PA","Lyxor MSCI USA ESG Broad CTB (DR) UCITS ETF","498.389","Paris","EURONEXT","etf",
"SYBK.DE","SPDR Bloomberg SASB U.S. High Yield Corporate ESG UCITS ETF","37.605","Frankfurt Stock Exchange","XETRA","etf",
"QAU.AX","BetaShares Gold Bullion ETF - Currency Hedged","19.79","Australian Securities Exchange","ASX","etf",
"AWSG.L","UBS (Irl) ETF Public Limited Company - MSCI ACWI Socially Responsible UCITS ETF","1574.8","London Stock Exchange","LSE","etf",
"4UBK.F","UBS (Irl) ETF plc - MSCI USA Socially Responsible UCITS ETF","13.66","Frankfurt Stock Exchange","XETRA","etf",
"IMFI","Invesco Multi-Factor Income ETF","24.995","BATS","ETF","etf",
"HFXI","IQ 50 Percent Hedged FTSE International ETF","27.3","New York Stock Exchange Arca","AMEX","etf",
"USOI","Credit Suisse X-Links Crude Oil Shares Covered Call ETNs","69.95","NASDAQ Global Market","NASDAQ","etf",
"JNHA.DE","Lyxor Index Fund - Lyxor STOXX Europe 600 Retail UCITS ETF","73.99","Frankfurt Stock Exchange","XETRA","etf",
"KLIP","KraneShares Trust - KraneShares China Internet and Covered Call Strategy ETF","13.9","New York Stock Exchange Arca","AMEX","etf",
"XSB.TO","iShares Core Canadian Short Term Bond Index ETF","26.2","Toronto Stock Exchange","TSX","etf",
"ISCG","iShares Morningstar Small-Cap Growth ETF","44.95","New York Stock Exchange Arca","AMEX","etf",
"PDIV.TO","Purpose Enhanced Dividend Fund","9.28","Toronto Stock Exchange","TSX","etf",
"ESTE.F","Multi Units Luxembourg - Lyxor MSCI Eastern Europe Ex Russia UCITS ETF","29.69","Frankfurt Stock Exchange","XETRA","etf",
"HMP.TO","Horizons Active Cdn Municipal Bond ETF","9.38","Toronto Stock Exchange","TSX","etf",
"ICSH","iShares Ultra Short-Term Bond ETF","50.37","BATS","ETF","etf",
"FUSA.L","Fidelity US Quality Income ETF Acc","11.875","London Stock Exchange","LSE","etf",
"IUUS.L","iShares V PLC - iShares S&P 500 Utilities Sector UCITS ETF","8.2","London Stock Exchange","LSE","etf",
"TCHI","iShares MSCI China Multisector Tech ETF","16.84","NASDAQ Global Market","NASDAQ","etf",
"UINC.L","First Trust US Equity Income UCITS ETF","2521","London Stock Exchange","LSE","etf",
"SUBR.L","Leverage Shares -1x Uber ETC","316","London Stock Exchange","LSE","etf",
"TILV.TO","TD Q International Low Volatility ETF","16.02","Toronto Stock Exchange","TSX","etf",
"MLPX.L","L&G US Energy Infrastructure MLP UCITS ETF","446","London Stock Exchange","LSE","etf",
"ZLH.TO","BMO Low Volatility US Equity Hedged to CAD ETF","32.39","Toronto Stock Exchange","TSX","etf",
"IBDO","iShares iBonds Dec 2023 Term Corporate ETF","25.33","New York Stock Exchange Arca","AMEX","etf",
"FSEP","FT Cboe Vest U.S. Equity Buffer ETF - September","43.43","BATS","ETF","etf",
"CNKY.L","iShares VII PLC - iShares Nikkei 225 UCITS ETF JPY (Acc)","19452","London Stock Exchange","LSE","etf",
"EUDV.PA","SPDR S&P Euro Dividend Aristocrats UCITS ETF","24.67","Paris","EURONEXT","etf",
"UB74.L","UBS (Lux) Fund Solutions - Bloomberg Barclays US 1-3 Year Treasury Bond UCITS ETF","1906","London Stock Exchange","LSE","etf",
"BKES","BNY Mellon Sustainable Global Emerging Markets ETF","37.3291","New York Stock Exchange Arca","AMEX","etf",
"UIM7.DE","UBS (Lux) Fund Solutions – MSCI World UCITS ETF","324.86","Frankfurt Stock Exchange","XETRA","etf",
"LUXU.PA","Amundi Index Solutions - Amundi S&P Global Luxury","220.0374","Paris","EURONEXT","etf",
"4UBR.F","Ubs Etf - Bloomberg Barclays Msci Global Liquid Corporates Sustainable Ucits ETF","10.909","Frankfurt Stock Exchange","XETRA","etf",
"SPOG.L","iShares V Public Limited Company - iShares Oil & Gas Exploration & Production UCITS ETF","2116","London Stock Exchange","LSE","etf",
"FEXU.L","First Trust US Large Cap Core AlphaDEX UCITS ETF","78.92","London Stock Exchange","LSE","etf",
"EEA.PA","BNP Paribas Easy FTSE EPRA/NAREIT Eurozone Capped","8.303","Paris","EURONEXT","etf",
"ISEC.AX","iShares Enhanced Cash ETF","100.53","Australian Securities Exchange","ASX","etf",
"JGRE.L","JPMorgan ETFs (Ireland) ICAV - Global Research Enhanced Index Equity Fund","3724.525","London Stock Exchange","LSE","etf",
"VJPU.L","Vanguard FTSE Japan UCITS ETF","50.15","London Stock Exchange","LSE","etf",
"LSPX.L","Lyxor S&P 500 UCITS ETF","4315.4","London Stock Exchange","LSE","etf",
"FLGA.TO","Franklin Global Aggregate Bond Active ETF (CAD-Hedged)","18.61","Toronto Stock Exchange","TSX","etf",
"XDEE.DE","Xtrackers S&P 500 Equal Weight UCITS ETF 2C EUR Hedged","9.46","Frankfurt Stock Exchange","XETRA","etf",
"HMCX.L","HSBC ETFs Public Limited Company - HSBC FTSE 250 UCITS ETF","1929.052","London Stock Exchange","LSE","etf",
"UMDV.AS","iShares US Medical Devices UCITS ETF","6.055","Amsterdam","EURONEXT","etf",
"SAUS.L","iShares MSCI Australia UCITS ETF","3892","London Stock Exchange","LSE","etf",
"ONEY","SPDR Russell 1000 Yield Focus ETF","104.62","New York Stock Exchange Arca","AMEX","etf",
"KBA","KraneShares Bosera MSCI China A 50 Connect Index ETF","22.05","New York Stock Exchange Arca","AMEX","etf",
"BLCV","BlackRock ETF Trust - BlackRock Large Cap Value ETF","30.9101","New York Stock Exchange Arca","AMEX","etf",
"VRPS.L","Invesco Variable Rate Preferred Shares UCITS ETF","39.045","London Stock Exchange","LSE","etf",
"HDRO","Defiance Next Gen H2 ETF","5.8","New York Stock Exchange Arca","AMEX","etf",
"EFG","iShares MSCI EAFE Growth ETF","105.19","BATS","ETF","etf",
"SMAFY.MI","Amundi Index Solutions - Amundi Smart Factory ETF","67.21","Milan","MIL","etf",
"MRN3.L","LEVERAGE SHARES PUBLIC LIMITED ","26.628","London Stock Exchange","LSE","etf",
"STZX.SW","SPDR MSCI Europe Financials UCITS ETF","84.88","Swiss Exchange","SIX","etf",
"USRT","iShares Core U.S. REIT ETF","52.35","New York Stock Exchange Arca","AMEX","etf",
"DES2.L","L&G DAX Daily 2x Short UCITS ETF","1.0576","London Stock Exchange","LSE","etf",
"TOTL","SPDR DoubleLine Total Return Tactical ETF","39.46","New York Stock Exchange Arca","AMEX","etf",
"IUKD.L","iShares UK Dividend UCITS ETF","744.2","London Stock Exchange","LSE","etf",
"CFO","VictoryShares US 500 Enhanced Volatility Wtd ETF","64.1931","NASDAQ Global Market","NASDAQ","etf",
"ZMU.TO","BMO Mid-Term US IG Corporate Bond Hedged to CAD Index ETF","12.48","Toronto Stock Exchange","TSX","etf",
"LYTNOW.SW","Lyxor MSCI World Information Technology TR UCITS ETF","825.3","Swiss Exchange","SIX","etf",
"275300.KS","KODEX MSCI Quality","9345","KSE","KSC","etf",
"IVES","Wedbush ETFMG Global Cloud Technology ETF","43.88","New York Stock Exchange Arca","AMEX","etf",
"UCYB","ProShares Ultra Nasdaq Cybersecurity","37.195","NASDAQ Global Market","NASDAQ","etf",
"FHU.TO","First Trust AlphaDEX U.S. Utilities Sector Index ETF","25.84","Toronto Stock Exchange","TSX","etf",
"GS2E.L","Leverage Shares 2x Goldman Sachs ETC A","32.142","London Stock Exchange","LSE","etf",
"NUSC","Nuveen ESG Small-Cap ETF","39.13","BATS","ETF","etf",
"278240.KS","KB Asset Management Co., Ltd. - KB KBStar F-Kosdaq150 Leverage ETF Fund","12495","KSE","KSC","etf",
"FDM","First Trust Dow Jones Select MicroCap Index Fund","60.545","New York Stock Exchange Arca","AMEX","etf",
"LYM8.DE","Lyxor World Water (DR) UCITS ETF Dist","63.92","Frankfurt Stock Exchange","XETRA","etf",
"SABN.L","Leverage Shares -1x Short Airbnb ETC","243.94","London Stock Exchange","LSE","etf",
"GCNS.TO","iShares ESG Conservative Balanced ETF Port","42.1","Toronto Stock Exchange","TSX","etf",
"DWFI","SPDR Dorsey Wright Fixed Income Allocation ETF","25.8219","NASDAQ Global Select","NASDAQ","etf",
"DVP","Roundhill Acquirers Deep Value ETF","21.8592","New York Stock Exchange Arca","AMEX","etf",
"HPR.TO","Horizons Active Preferred Share ETF","8.47","Toronto Stock Exchange","TSX","etf",
"EHYA.AS","iShares € High Yield Corp Bond ESG UCITS ETF","5.2408","Amsterdam","EURONEXT","etf",
"SPYK.DE","SPDR MSCI Europe Technology UCITS ETF","147","Frankfurt Stock Exchange","XETRA","etf",
"SCIN","Columbia India Small Cap ETF","13.775","New York Stock Exchange Arca","AMEX","etf",
"SMOR.SW","Lyxor Smart Overnight Return","99.036","Swiss Exchange","SIX","etf",
"LYQY.DE","Lyxor Index Fund - Lyxor ESG Euro High Yield (DR) UCITS ETF","102.605","Frankfurt Stock Exchange","XETRA","etf",
"KESG.L","Kraneshares Icav - Kraneshares MSCI China Esg Leaders Ucits Etf","21.14","London Stock Exchange","LSE","etf",
"3FTG.L","GraniteShares 3x Long FATANG Daily ETC","65.205","London Stock Exchange","LSE","etf",
"3WHL.L","WisdomTree Wheat 3x Daily Leveraged","0.536","London Stock Exchange","LSE","etf",
"ESOY.MI","WisdomTree Soybeans - EUR Daily Hedged","9.7","Milan","MIL","etf",
"BILS","SPDR Bloomberg 3-12 Month T-Bill ETF","99.08","New York Stock Exchange Arca","AMEX","etf",
"VWCG.DE","Vanguard FTSE Developed Europe UCITS ETF","45.485","Frankfurt Stock Exchange","XETRA","etf",
"XCCC","BondBloxx CCC Rated USD High Yield Corporate Bond ETF","37.4","New York Stock Exchange Arca","AMEX","etf",
"GISG.L","Lyxor Core Global Inflation-Linked 1-10Y Bond (DR) UCITS ETF","10.174","London Stock Exchange","LSE","etf",
"BBM3.L","JPMorgan ETFs (Ireland) ICAV - Betabuilders US Treasury Bond 0-3 Months UCITS ETF","83.343","London Stock Exchange","LSE","etf",
"DBX0.DE","Xtrackers Portfolio UCITS ETF","283.56","Frankfurt Stock Exchange","XETRA","etf",
"JULQ","Innovator ETFs Trust - Innovator Premium Income 40 Barrier ETF - July","25.12","CBOE BZX","CBOE","etf",
"APCB","Trust for Professional Managers","29.13","New York Stock Exchange Arca","AMEX","etf",
"UEFS.DE","UBS (Lux) Fund Solutions – Bloomberg USD Emerging Markets Sovereign UCITS ETF","8.3578","Frankfurt Stock Exchange","XETRA","etf",
"2B7J.DE","iShares MSCI World SRI UCITS ETF","8.219","Frankfurt Stock Exchange","XETRA","etf",
"LBNK.DE","Lyxor Index Fund - Lyxor Stoxx Europe 600 Banks UCITS ETF Acc","31.595","Frankfurt Stock Exchange","XETRA","etf",
"MAGG","Madison Aggregate Bond ETF","20.17","New York Stock Exchange Arca","AMEX","etf",
"AOM","iShares Core Moderate Allocation ETF","42.72","New York Stock Exchange Arca","AMEX","etf",
"XESJ.L","Xtrackers MSCI Japan ESG UCITS ETF","17.37","London Stock Exchange","LSE","etf",
"STXT","Strive Total Return Bond ETF","19.92","New York Stock Exchange","NYSE","etf",
"ISAE.AS","iShares V PLC - iShares Agribusiness UCITS ETF USD (Acc)","41.1173","Amsterdam","EURONEXT","etf",
"EXX1.DE","iShares EURO STOXX Banks 30-15 UCITS ETF (DE)","14.374","Frankfurt Stock Exchange","XETRA","etf",
"XOMO","Yieldmax XOM Option Income Strategy ETF","17.02","New York Stock Exchange Arca","AMEX","etf",
"BNC.TO","Purpose Canadian Financial Income Fund","25.03","Toronto Stock Exchange","TSX","etf",
"225800.KS","Kiwoom KOSEF USD Futures Leverage Special Assets ETF Investment Trust - USD-Derivatives (Synth)","13855","KSE","KSC","etf",
"BNDD","Quadratic Deflation ETF","14.86","New York Stock Exchange Arca","AMEX","etf",
"FB2E.L","Leverage Shares 2x Facebook ETC A","29.776","London Stock Exchange","LSE","etf",
"STLC","iShares Trust - iShares Factors US Blend Style ETF","42.3449","BATS","ETF","etf",
"H4ZP.DE","HSBC MSCI China UCITS ETF","5.542","Frankfurt Stock Exchange","XETRA","etf",
"EHYB.L","Invesco Euro Corporate Hybrid Bond UCITS ETF Inc","3186","London Stock Exchange","LSE","etf",
"UEF5.DE","UBS (Lux) Fund Solutions – MSCI Emerging Markets Socially Responsible UCITS ETF","11.892","Frankfurt Stock Exchange","XETRA","etf",
"QHY.TO","Mackenzie US High Yield Bond Index ETF (CAD-Hedged)","83.89","Toronto Stock Exchange","TSX","etf",
"T6ET.DE","VanEck Vectors ETFs N.V. - VanEck Vectors Global Equal Weight UCITS ETF","26.37","Frankfurt Stock Exchange","XETRA","etf",
"CHIM","Global X MSCI China Materials ETF","13.295","New York Stock Exchange Arca","AMEX","etf",
"VERX.L","Vanguard FTSE Developed Europe ex UK UCITS ETF","35.08","London Stock Exchange","LSE","etf",
"114820.KS","Mirae Asset TIGER KTB 3 ETF","105815","KSE","KSC","etf",
"HIX.TO","BetaPro S&P/TSX 60 Daily Inverse ETF","27.86","Toronto Stock Exchange","TSX","etf",
"AIGA.L","WisdomTree Agriculture","6.155","London Stock Exchange","LSE","etf",
"FCEF","First Trust Income Opportunity ETF","21.04","NASDAQ Global Market","NASDAQ","etf",
"FTXD","First Trust Nasdaq Retail ETF","33.4037","NASDAQ Global Market","NASDAQ","etf",
"PSCI","Invesco S&P SmallCap Industrials ETF","121","NASDAQ Global Market","NASDAQ","etf",
"SDUS.L","iShares MSCI USA ESG Screened UCITS ETF","10.0805","London Stock Exchange","LSE","etf",
"MAAX","VanEck Muni Allocation ETF","20.72","BATS","ETF","etf",
"VIGI","Vanguard International Dividend Appreciation Index Fund","81.8","NASDAQ Global Market","NASDAQ","etf",
"CLOU","Global X Cloud Computing ETF","19.52","NASDAQ Global Market","NASDAQ","etf",
"HBD.TO","BetaPro Gold Bullion -2x Daily Bear ETF","8.44","Toronto Stock Exchange","TSX","etf",
"CSF","VictoryShares US Discovery Enhanced Volatility Wtd ETF","49.72","NASDAQ Global Market","NASDAQ","etf",
"3LGL.L","GraniteShares 3x Long Glencore Daily ETC","2034.5","London Stock Exchange","LSE","etf",
"CUKX.L","iShares VII PLC - iShares Core FTSE 100 UCITS ETF","15688","London Stock Exchange","LSE","etf",
"VEFI.AX","Vanguard Ethically Conscious Global Aggregate Bond Index (Hedged) ETF","42.12","Australian Securities Exchange","ASX","etf",
"DBZN.DE","Xtrackers Bloomberg Commodity Swap UCITS ETF","20.37","Frankfurt Stock Exchange","XETRA","etf",
"FCCQ.TO","Fidelity Canadian High Quality Index ETF","33.86","Toronto Stock Exchange","TSX","etf",
"AAP3.L","Leverage Shares 3x Apple ETC","77.1","London Stock Exchange","LSE","etf",
"IBIA","iShares Trust","25.52","New York Stock Exchange Arca","AMEX","etf",
"IEAH.L","iShares Core € Corp Bond UCITS ETF","4.8645","London Stock Exchange","LSE","etf",
"IQQU.DE","iShares MSCI Europe ex-UK UCITS ETF","45.97","Frankfurt Stock Exchange","XETRA","etf",
"WTDX.DE","WisdomTree Japan Equity UCITS ETF","31.575","Frankfurt Stock Exchange","XETRA","etf",
"PDSE.F","Invesco Preferred Shares UCITS ETF","13.605","Frankfurt Stock Exchange","XETRA","etf",
"S100.L","Invesco Markets PLC - Invesco Ftse 100 Ucits ETF","8495","London Stock Exchange","LSE","etf",
"117690.KS","Mirae Asset TIGER China ETF","14910","KSE","KSC","etf",
"3GIL.L","WisdomTree Gilts 10Y 3x Daily Leveraged","7470","London Stock Exchange","LSE","etf",
"QLTY.AX","BetaShares Global Quality Leaders ETF","29.23","Australian Securities Exchange","ASX","etf",
"SGAS.DE","iShares MSCI USA ESG Screened UCITS ETF","9.982","Frankfurt Stock Exchange","XETRA","etf",
"SEGA.MI","iShares Core € Govt Bond UCITS ETF EUR (Dist)","108.92","Milan","MIL","etf",
"JPGL.DE","JPM Global Equity Multi-Factor UCITS ETF","34.895","Frankfurt Stock Exchange","XETRA","etf",
"CHAU","Direxion Daily CSI 300 China A Share Bull 2X Shares","13.8","New York Stock Exchange Arca","AMEX","etf",
"DTUL","iPath US Treasury 2-year Bull ETN","75.39","BATS","ETF","etf",
"256450.KS","Hanwha Arirang Shenzhen Chinext Securities ETF Investment Trust - Equity-Derivatives (Synth)","7620","KSE","KSC","etf",
"CNYE.MI","iShares MSCI China A UCITS ETF","3.938","Milan","MIL","etf",
"PFI","Invesco DWA Financial Momentum ETF","48.81","NASDAQ Global Market","NASDAQ","etf",
"BBJP","JPMorgan BetaBuilders Japan ETF","56.47","BATS","ETF","etf",
"C030.DE","Lyxor DJ Switzerland Titans 30 (DR) UCITS ETF","160.38","Frankfurt Stock Exchange","XETRA","etf",
"UIMT.DE","UBS (Lux) Fund Solutions – MSCI Pacific Socially Responsible UCITS ETF","70.85","Frankfurt Stock Exchange","XETRA","etf",
"3SFT.L","GraniteShares 3x Short FATANG Daily ETC","13.4875","London Stock Exchange","LSE","etf",
"VDUC.L","Vanguard USD Corporate 1-3 year Bond UCITS ETF","48.605","London Stock Exchange","LSE","etf",
"IWRD.AS","iShares MSCI World UCITS ETF","68.87","Amsterdam","EURONEXT","etf",
"IMLP","iPath S&P MLP ETN","15.405","BATS","ETF","etf",
"EMSD.L","SPDR MSCI Emerging Markets Small Cap UCITS ETF","119.08","London Stock Exchange","LSE","etf",
"FDTS","First Trust Developed Markets ex-US Small Cap AlphaDEX Fund","42.1038","NASDAQ Global Market","NASDAQ","etf",
"ELF1.DE","Deka MDAX UCITS ETF","250.85","Frankfurt Stock Exchange","XETRA","etf",
"IBTL","iShares iBonds Dec 2031 Term Treasury ETF","19.8","NASDAQ Global Market","NASDAQ","etf",
"AMEA.DE","Amundi Index Solutions - Amundi MSCI Em Asia","36.085","Frankfurt Stock Exchange","XETRA","etf",
"EL45.DE","Deka MSCI Japan Climate Change ESG UCITS ETF","9.049","Frankfurt Stock Exchange","XETRA","etf",
"CSYZ.DE","Credit Suisse Index Fund (IE) ETF ICAV - CSIF (IE) FTSE EPRA Nareit Developed Green Blue UCITS ETF","98.88","Frankfurt Stock Exchange","XETRA","etf",
"KJAN","Innovator U.S. Small Cap Power Buffer ETF - January","34.67","BATS","ETF","etf",
"VIIX","VelocityShares VIX Short-Term ETN","68.37","NASDAQ Global Market","NASDAQ","etf",
"LEGR","First Trust Indxx Innovative Transaction & Process ETF","43.92","NASDAQ Global Market","NASDAQ","etf",
"IE000H1H16W5.SG","iShares MSCI World Value Factor","5.364","Stuttgart","STU","etf",
"ALTL","Pacer Lunt Large Cap Alternator ETF","34.87","New York Stock Exchange Arca","AMEX","etf",
"DJCI","UBS ETRACS Bloomberg Commodity Index Total Return ETN","13.82","New York Stock Exchange Arca","AMEX","etf",
"DRW","WisdomTree New Economy Real Estate ETF","22.8824","New York Stock Exchange Arca","AMEX","etf",
"XDWY.L","Xtrackers MSCI World ESG Screened UCITS ETF","22.755","London Stock Exchange","LSE","etf",
"2828.HK","Hang Seng China Enterprises Index ETF","66.02","HKSE","HKSE","etf",
"PGHY","Invesco Global Short Term High Yield Bond ETF","19.63","New York Stock Exchange Arca","AMEX","etf",
"CIL","VictoryShares International Volatility Wtd ETF","43.1819","NASDAQ Global Market","NASDAQ","etf",
"S0LR.F","Invesco Solar Energy UCITS ETF","33.205","Frankfurt Stock Exchange","XETRA","etf",
"1NFL.L","LS 1x Netflix Tracker ETC","3.82655","London Stock Exchange","LSE","etf",
"XFIV","Bondbloxx Bloomberg Five Year Target Duration US Treasury ETF","47.835","New York Stock Exchange Arca","AMEX","etf",
"DXSI.DE","Xtrackers MSCI Europe Utilities ESG Screened UCITS ETF","132.88","Frankfurt Stock Exchange","XETRA","etf",
"SRSA.L","iShares MSCI South Africa UCITS ETF","2393.5","London Stock Exchange","LSE","etf",
"FAPR","FT Cboe Vest U.S. Equity Buffer ETF - April","38.51","BATS","ETF","etf",
"USPY.L","L&G Cyber Security UCITS ETF","22.875","London Stock Exchange","LSE","etf",
"IWLD.AX","iShares Core MSCI World Ex Australia ESG Leaders ETF","55.15","Australian Securities Exchange","ASX","etf",
"APLS.L","Leverage Shares -1x Apple ETC","5.876","London Stock Exchange","LSE","etf",
"STX40.JO","Satrix 40 ETF","7054","Johannesburg","JNB","etf",
"GBDV","Global Beta Smart Income ETF","23.4425","New York Stock Exchange Arca","AMEX","etf",
"PFLD","AAM Low Duration Preferred and Income Securities ETF","21.17","New York Stock Exchange Arca","AMEX","etf",
"CSINDU.SW","iShares VII PLC - iShares Dow Jones Industrial Average UCITS ETF","460.65","Swiss Exchange","SIX","etf",
"CPSEETF.NS","CPSE ETF","90.6","National Stock Exchange of India","NSE","etf",
"HERU.L","Global X Video Games & Esports UCITS ETF","10.072","London Stock Exchange","LSE","etf",
"EHDV.DE","Invesco EURO STOXX High Dividend Low Volatility UCITS ETF","26.1","Frankfurt Stock Exchange","XETRA","etf",
"INDO.PA","Lyxor MSCI Indonesia UCITS ETF","124.224","Paris","EURONEXT","etf",
"3LAX.PA","GraniteShares 3x Long AXA Daily","11.006","Paris","EURONEXT","etf",
"PSCJ","Pacer Swan SOS Conservative (July) ETF","24.94","BATS","ETF","etf",
"ZJN.TO","BMO Junior Gas Index ETF","32.5","Toronto Stock Exchange","TSX","etf",
"PAC.DE","BNP Paribas Easy MSCI Pacific ex Japan ESG Filtered Min TE","13.362","Frankfurt Stock Exchange","XETRA","etf",
"FCUQ.TO","Fidelity U.S. High Quality Index ETF","55.94","Toronto Stock Exchange","TSX","etf",
"301440.KS","Hanwha Asset Management - Arirang Kospi Midcap Fund","10210","KSE","KSC","etf",
"MRCCL","Monroe Capital Corporation - 5.","25.08","NASDAQ Global Select","NASDAQ","etf",
"UEEF.DE","iShares $ High Yield Corp Bond ESG UCITS ETF EUR Hedged (Acc)","5.1272","Frankfurt Stock Exchange","XETRA","etf",
"LCAS.L","Lyxor MSCI EM Asia Ucits ETF","11.258","London Stock Exchange","LSE","etf",
"IPE","SPDR Bloomberg Barclays TIPS ETF","57.12","New York Stock Exchange Arca","AMEX","etf",
"AMAP.L","Saturna Al-Kawthar Global Focused Equity UCITS ETF","698.4","London Stock Exchange","LSE","etf",
"BDVG","Litman Gregory Funds Trust IMGP","11.03","New York Stock Exchange Arca","AMEX","etf",
"W1TG.DE","WisdomTree European Union Bond UCITS ETF","71.176","Frankfurt Stock Exchange","XETRA","etf",
"PSC","Principal U.S. Small-Cap Multi-Factor ETF","47.6884","NASDAQ Global Market","NASDAQ","etf",
"IE3E.DE","iShares € Corp Bond 0-3yr ESG UCITS ETF","5.1814","Frankfurt Stock Exchange","XETRA","etf",
"VXC.TO","Vanguard FTSE Global All Cap ex Canada Index ETF","58.77","Toronto Stock Exchange","TSX","etf",
"9170.HK","iShares Asia Trust - iShares Core KOSPI 200 Index ETF","19.22","HKSE","HKSE","etf",
"HMWO.L","HSBC MSCI World UCITS ETF","2743.5","London Stock Exchange","LSE","etf",
"TDIV.L","VanEck Morningstar Developed Markets Dividend Leaders UCITS ETF","41.165","London Stock Exchange","LSE","etf",
"AUGA.L","UBS (Irl) ETF plc - MSCI Australia UCITS ETF (hedged to GBP) A-acc","2336","London Stock Exchange","LSE","etf",
"238720.KS","KINDEX Japan Nikkei225 ETF(H)","27435","KSE","KSC","etf",
"NIOS.L","Leverage Shares -3x Short NIO ETC","1455","London Stock Exchange","LSE","etf",
"IAK","iShares U.S. Insurance ETF","115.12","New York Stock Exchange Arca","AMEX","etf",
"EEP.DE","BNP Paribas Easy FTSE EPRA/NAREIT Developed Europe","7.377","Frankfurt Stock Exchange","XETRA","etf",
"FDL.TO","First Trust Morningstar Dividend Leaders ETF (CAD-Hedged)","32.17","Toronto Stock Exchange","TSX","etf",
"EMMV.L","iShares VI Public Limited Company - iShares Edge MSCI EM Minimum Volatility UCITS ETF","32.54","London Stock Exchange","LSE","etf",
"FLOT.TO","Purpose Global Flexible Credit Fund","7.87","Toronto Stock Exchange","TSX","etf",
"BUYZ","Franklin Disruptive Commerce ETF","30.825","BATS","ETF","etf",
"MWSH.DE","Amundi Index Solutions - Amundi Index MSCI World SRI PAB","65.23","Frankfurt Stock Exchange","XETRA","etf",
"AVMU","Avantis Core Municipal Fixed Income ETF","45.97","New York Stock Exchange Arca","AMEX","etf",
"DE5A.DE","Amundi Index Solutions - Amundi Govt Bond Highest Rated Euro Investment Grade","198.14","Frankfurt Stock Exchange","XETRA","etf",
"MTRL.L","SPDR MSCI Europe Materials UCITS ETF","310.25","London Stock Exchange","LSE","etf",
"ANXU.L","Amundi Index Solutions - Amundi Nasdaq-100","215.4","London Stock Exchange","LSE","etf",
"SOFT.L","Purpose Enterprise Software ESG-S UCITS ETF","3.816","London Stock Exchange","LSE","etf",
"IQQR.DE","iShares MSCI Eastern Europe Capped UCITS ETF","4.7","Frankfurt Stock Exchange","XETRA","etf",
"302450.KS","KB KBStar Kospi ETF","27995","KSE","KSC","etf",
"MODU.AS","BlackRock ESG Multi-Asset Moderate Portfolio UCITS ETF","5.3191","Amsterdam","EURONEXT","etf",
"JU13.L","JPMorgan ETFs (Ireland) ICAV - BetaBuilders US Treasury Bond 1-3 yr UCITS ETF","107.66","London Stock Exchange","LSE","etf",
"3BLR.L","WisdomTree Brent Crude Oil 3x Daily Leveraged ETN","2875","London Stock Exchange","LSE","etf",
"SXR1.DE","iShares VII PLC - iShares Core MSCI Pacific ex-Japan UCITS ETF","162.38","Frankfurt Stock Exchange","XETRA","etf",
"VDXX.DE","Vanguard Funds Public Limited Company - Vanguard Dax UCITS ETF","24.72","Frankfurt Stock Exchange","XETRA","etf",
"VWCG.L","Vanguard FTSE Developed Europe UCITS ETF","49.54","London Stock Exchange","LSE","etf",
"DS2P.L","Legal & General UCITS ETF Plc - L&G DAX Daily 2x Short UCITS ETF","89.508","London Stock Exchange","LSE","etf",
"H4ZH.DE","HSBC MSCI Pacific ex Japan UCITS ETF","12.012","Frankfurt Stock Exchange","XETRA","etf",
"AAXJ","iShares MSCI All Country Asia ex Japan ETF","71.15","NASDAQ Global Market","NASDAQ","etf",
"VLED.DE","BNP Paribas Easy ESG Equity Low Vol Europe","140.1","Frankfurt Stock Exchange","XETRA","etf",
"MTGP","WisdomTree Mortgage Plus Bond Fund","42.96","New York Stock Exchange Arca","AMEX","etf",
"ECBI.DE","SI UCITS ETF - UC MSCI European Green Bond EUR UCITS ETF Acc EUR","84.986","Frankfurt Stock Exchange","XETRA","etf",
"CNEW.AX","VanEck China New Economy ETF","6.3","Australian Securities Exchange","ASX","etf",
"MLPC","C-Tracks Exchange-Traded Notes Based on the Performance of the Miller/Howard MLP Fundamental Index","6.3605","New York Stock Exchange Arca","AMEX","etf",
"364960.KS","Mirae Asset Maps Management - Tiger KRX Bbig K-New Deal ETF","6015","KSE","KSC","etf",
